Id,LotArea,Street,Alley,Utilities,Neighborhood,BldgType,HouseStyle,YearBuilt,RoofStyle,Foundation,Electrical,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,Fireplaces,GarageCars,SaleCondition,SalePrice
816,12137,Pave,,AllPub,CollgCr,1Fam,1Story,1998,Gable,PConc,SBrkr,1661,2,3,1,0,2,Normal,224900
817,11425,Pave,,AllPub,NAmes,1Fam,1Story,1954,Gable,CBlock,SBrkr,1008,1,2,1,1,1,Normal,137000
818,13265,Pave,,AllPub,Mitchel,1Fam,1Story,2002,Hip,PConc,SBrkr,1689,2,3,1,2,3,Normal,271000
819,8816,Pave,,AllPub,ClearCr,1Fam,SLvl,1971,Gable,CBlock,SBrkr,1052,1,3,1,0,2,Normal,155000
820,6371,Pave,,AllPub,NridgHt,TwnhsE,1Story,2009,Gable,PConc,SBrkr,1358,2,2,1,1,2,Partial,224000
821,7226,Pave,,AllPub,CollgCr,1Fam,2Story,2003,Gable,PConc,SBrkr,1640,2,3,1,0,2,Normal,183000
822,6000,Pave,Pave,AllPub,OldTown,2fmCon,1Story,1953,Gable,CBlock,SBrkr,936,1,2,1,0,2,Normal,93000
823,12394,Pave,,AllPub,Gilbert,1Fam,2Story,2003,Gable,PConc,SBrkr,1733,2,3,1,1,2,Family,225000
824,9900,Pave,,AllPub,SWISU,1Fam,1.5Fin,1940,Gable,BrkTil,SBrkr,1489,2,3,1,1,1,Normal,139500
825,11216,Pave,,AllPub,Somerst,1Fam,1Story,2006,Gable,PConc,SBrkr,1489,2,3,1,1,2,Partial,232600
826,14803,Pave,,AllPub,NridgHt,1Fam,1Story,2007,Hip,PConc,SBrkr,2084,2,2,1,1,3,Partial,385000
827,6130,Pave,,AllPub,BrkSide,1Fam,1.5Unf,1924,Gable,BrkTil,SBrkr,784,1,2,1,0,0,Normal,109500
828,8529,Pave,,AllPub,SawyerW,1Fam,1Story,2001,Gable,PConc,SBrkr,1434,2,3,1,1,2,Normal,189000
829,28698,Pave,,AllPub,ClearCr,1Fam,2Story,1967,Flat,PConc,SBrkr,2126,2,3,1,0,2,Abnorml,185000
830,2544,Pave,Pave,AllPub,Somerst,Twnhs,2Story,2005,Gable,PConc,SBrkr,1223,2,2,1,0,2,Normal,147400
831,11900,Pave,,AllPub,NAmes,1Fam,1Story,1957,Gable,CBlock,FuseA,1392,1,3,1,2,2,Normal,166000
832,3180,Pave,Pave,AllPub,Somerst,TwnhsE,2Story,2005,Gable,PConc,SBrkr,1200,2,2,1,0,2,Normal,151000
833,9548,Pave,,AllPub,CollgCr,1Fam,2Story,2003,Gable,PConc,SBrkr,1829,2,3,1,1,2,Normal,237000
834,10004,Pave,,AllPub,NAmes,1Fam,1Story,1964,Gable,CBlock,SBrkr,1516,1,3,1,0,2,Normal,167000
835,7875,Pave,,AllPub,NAmes,1Fam,1Story,1961,Gable,CBlock,SBrkr,1144,1,3,1,0,2,Normal,139950
836,9600,Pave,,AllPub,Sawyer,1Fam,1Story,1950,Gable,CBlock,SBrkr,1067,2,2,1,0,2,Normal,128000
837,8100,Pave,Pave,AllPub,OldTown,1Fam,1Story,1948,Gable,BrkTil,SBrkr,1559,1,2,1,0,2,Normal,153500
838,1680,Pave,,AllPub,BrDale,Twnhs,2Story,1973,Gable,CBlock,SBrkr,987,1,2,1,0,1,Normal,100000
839,9525,Pave,,AllPub,CollgCr,1Fam,1Story,1995,Gable,PConc,SBrkr,1099,1,3,1,0,1,Normal,144000
840,11767,Pave,,AllPub,Edwards,1Fam,1.5Fin,1946,Gable,CBlock,SBrkr,1200,1,3,1,0,1,Normal,130500
841,12155,Pave,,AllPub,SWISU,1Fam,2Story,1925,Gable,BrkTil,SBrkr,1482,2,4,1,0,1,Normal,140000
842,10440,Pave,Grvl,AllPub,OldTown,1Fam,2Story,1904,Gable,PConc,SBrkr,1539,2,3,1,1,2,Normal,157500
843,9020,Pave,,AllPub,NAmes,1Fam,SLvl,1966,Gable,CBlock,SBrkr,1165,1,3,1,0,2,Normal,174900
844,8000,Pave,,AllPub,NAmes,Duplex,1Story,1961,Gable,CBlock,SBrkr,1800,2,6,2,0,0,Normal,141000
845,12665,Pave,Grvl,AllPub,OldTown,1Fam,1.5Fin,1915,Gable,BrkTil,SBrkr,1416,1,4,1,1,3,Normal,153900
846,16647,Pave,,AllPub,Sawyer,1Fam,SFoyer,1975,Gable,CBlock,SBrkr,1701,2,3,1,2,2,Normal,171000
847,9317,Pave,,AllPub,SawyerW,1Fam,2Story,1993,Gable,PConc,SBrkr,1775,2,3,1,1,2,Normal,213000
848,15523,Pave,,AllPub,CollgCr,1Fam,1Story,1972,Gable,CBlock,SBrkr,864,1,3,1,1,1,Normal,133500
849,45600,Pave,,AllPub,ClearCr,1Fam,1.5Fin,1908,Gable,BrkTil,SBrkr,2358,3,5,1,1,2,Normal,240000
850,9600,Pave,,AllPub,Veenker,1Fam,SLvl,1976,Hip,CBlock,SBrkr,1855,2,3,1,1,2,Normal,187000
851,4435,Pave,,AllPub,CollgCr,TwnhsE,1Story,2003,Gable,PConc,SBrkr,848,1,1,1,0,2,Normal,131500
852,3196,Pave,,AllPub,Blmngtn,TwnhsE,1Story,2003,Gable,PConc,SBrkr,1456,2,2,1,1,2,Normal,215000
853,7128,Pave,,AllPub,Crawfor,1Fam,2.5Unf,1941,Gable,CBlock,SBrkr,1646,2,4,1,2,1,Normal,164000
854,12095,Pave,,AllPub,NAmes,1Fam,SLvl,1964,Gable,CBlock,SBrkr,1445,1,3,1,1,2,Normal,158000
855,17920,Pave,,AllPub,Sawyer,1Fam,1Story,1955,Hip,CBlock,SBrkr,1779,1,3,1,1,2,Abnorml,170000
856,6897,Pave,,AllPub,Sawyer,1Fam,1Story,1962,Gable,CBlock,SBrkr,1040,1,3,1,0,1,Normal,127000
857,10970,Pave,,AllPub,CollgCr,1Fam,SLvl,1978,Gable,CBlock,SBrkr,1026,1,3,1,0,2,Normal,147000
858,8125,Pave,,AllPub,Gilbert,1Fam,2Story,1994,Gable,PConc,SBrkr,1481,2,3,1,1,2,Normal,174000
859,10400,Pave,,AllPub,NWAmes,1Fam,1Story,1976,Gable,,,,2,3,1,1,2,Family,152000
860,11029,Pave,,AllPub,NWAmes,1Fam,2Story,1968,Gable,CBlock,SBrkr,2654,2,4,1,1,2,Normal,250000
861,7642,Pave,,AllPub,Crawfor,1Fam,1.5Fin,1918,Gable,BrkTil,SBrkr,1426,1,3,1,1,1,Normal,189950
862,11625,Pave,,AllPub,Sawyer,2fmCon,1Story,1965,Hip,PConc,SBrkr,1039,1,3,1,0,2,Normal,131500
863,9672,Pave,,AllPub,SawyerW,,,,Hip,PConc,SBrkr,1097,2,3,1,0,2,Normal,152000
864,7931,Pave,,AllPub,NAmes,1Fam,1Story,1959,Hip,CBlock,SBrkr,1148,1,3,1,0,1,Normal,132500
865,8640,Pave,,AllPub,Somerst,1Fam,1Story,2007,Gable,PConc,SBrkr,1372,2,3,1,0,2,Partial,250580
866,8750,Pave,,AllPub,NAmes,1Fam,1Story,1970,Gable,CBlock,SBrkr,1002,1,3,1,0,2,Normal,148500
867,10656,Pave,,AllPub,Timber,1Fam,1Story,2006,Gable,PConc,SBrkr,1646,2,3,1,1,3,Partial,248900
868,6970,Pave,,AllPub,Sawyer,1Fam,1Story,1961,Gable,CBlock,SBrkr,1120,1,3,1,0,2,Normal,129000
869,14762,Pave,,AllPub,Gilbert,1Fam,2Story,1948,Gable,Slab,SBrkr,2320,2,2,1,1,2,Normal,169000
870,9938,Pave,,AllPub,SawyerW,1Fam,2Story,1993,Gable,PConc,SBrkr,1949,2,3,1,1,2,Normal,236000
871,6600,Pave,,AllPub,NAmes,1Fam,1Story,1962,Hip,CBlock,SBrkr,894,1,2,1,0,1,Normal,109500
872,8750,Pave,,AllPub,CollgCr,1Fam,2Story,1998,Gable,PConc,SBrkr,1682,2,3,1,0,2,Normal,200500
873,8892,Pave,,AllPub,NAmes,1Fam,1Story,1953,Gable,Stone,SBrkr,910,1,3,1,0,2,Normal,116000
874,12144,Pave,,AllPub,NAmes,1Fam,1Story,1949,Gable,CBlock,SBrkr,1268,1,3,1,1,1,Normal,133000
875,5720,Pave,,AllPub,OldTown,1Fam,1.5Fin,1941,Gable,CBlock,SBrkr,1131,1,3,1,0,1,Abnorml,66500
876,9000,Pave,,AllPub,Somerst,1Fam,2Story,2007,Gable,PConc,SBrkr,2610,2,4,1,1,2,Partial,303477
877,25286,Pave,,AllPub,Mitchel,1Fam,1Story,1963,Gable,PConc,SBrkr,1040,1,3,1,0,2,Normal,132250
878,8834,Pave,,AllPub,NridgHt,1Fam,2Story,2004,Hip,PConc,SBrkr,2224,2,4,1,1,3,Normal,350000
879,11782,Pave,,AllPub,Sawyer,1Fam,SFoyer,1961,Gable,CBlock,SBrkr,1155,1,3,1,0,2,Normal,148000
880,7000,Pave,,AllPub,CollgCr,1Fam,1Story,1978,Gable,CBlock,SBrkr,864,1,3,1,0,1,Normal,136500
881,7024,Pave,,AllPub,Edwards,1Fam,1Story,2005,Gable,PConc,SBrkr,1090,1,2,1,0,2,Normal,157000
882,13758,Pave,,AllPub,Timber,1Fam,1.5Fin,1990,Gable,CBlock,SBrkr,1717,2,3,1,1,2,Normal,187500
883,9636,Pave,,AllPub,Gilbert,1Fam,2Story,1992,Gable,PConc,SBrkr,1593,2,3,1,1,2,Normal,178000
884,6204,Pave,,AllPub,SWISU,1Fam,2.5Fin,1912,Gable,PConc,SBrkr,2230,1,5,1,0,1,Normal,118500
885,7150,Pave,,AllPub,NAmes,1Fam,1Story,1967,Gable,CBlock,SBrkr,892,1,3,1,0,1,Normal,100000
886,5119,Pave,,AllPub,Somerst,TwnhsE,1Story,1999,Gable,PConc,SBrkr,1709,2,2,1,1,2,Abnorml,328900
887,8393,Pave,,AllPub,NAmes,Duplex,1Story,1959,Gable,CBlock,SBrkr,1712,2,4,2,0,2,Family,145000
888,16466,Pave,,AllPub,Edwards,1Fam,1.5Fin,1955,Gable,PConc,SBrkr,1393,1,3,1,0,1,Normal,135500
889,15865,Pave,,AllPub,NAmes,1Fam,1Story,1970,Flat,PConc,SBrkr,2217,2,4,1,1,2,Normal,268000
890,12160,Pave,,AllPub,NAmes,1Fam,1Story,1953,Hip,CBlock,SBrkr,1505,1,2,1,1,2,Normal,149500
891,8064,Pave,,AllPub,NAmes,1Fam,1.5Fin,1949,Gable,CBlock,SBrkr,924,1,3,1,1,2,Normal,122900
892,11184,Pave,,AllPub,Sawyer,1Fam,2Story,1978,Hip,CBlock,SBrkr,1683,2,3,1,1,2,Normal,172500
893,8414,Pave,,AllPub,Sawyer,1Fam,1Story,1963,Hip,CBlock,SBrkr,1068,1,3,1,0,1,Normal,154500
894,13284,Pave,,AllPub,Sawyer,1Fam,1Story,1954,Gable,PConc,SBrkr,1383,1,3,1,1,1,Normal,165000
895,7018,Pave,,AllPub,SawyerW,Duplex,1Story,1979,Gable,Slab,SBrkr,1535,2,4,2,0,2,Alloca,118858
896,7056,Pave,,AllPub,NAmes,1Fam,2Story,1963,Hip,CBlock,SBrkr,1796,1,4,1,1,2,Normal,140000
897,8765,Pave,Grvl,AllPub,IDOTRR,1Fam,1Story,1936,Gable,BrkTil,SBrkr,951,1,2,1,0,1,Abnorml,106500
898,7018,Pave,,AllPub,SawyerW,Duplex,2Story,1979,Gable,Slab,SBrkr,2240,2,6,2,0,2,Alloca,142953
899,12919,Pave,,AllPub,NridgHt,1Fam,1Story,2009,Hip,PConc,SBrkr,2364,2,2,1,2,3,Partial,611657
900,6993,Pave,,AllPub,Sawyer,1Fam,1Story,1961,Gable,CBlock,SBrkr,1236,1,3,1,1,1,Normal,135000
901,7340,Pave,,AllPub,NAmes,1Fam,1Story,1971,Gable,CBlock,SBrkr,858,1,2,1,0,1,Normal,110000
902,8712,Pave,,AllPub,NAmes,1Fam,1Story,1957,Hip,CBlock,SBrkr,1306,1,2,1,0,1,Normal,153000
903,7875,Pave,,AllPub,Gilbert,1Fam,2Story,2003,Gable,PConc,SBrkr,1509,2,3,1,1,2,Normal,180000
904,14859,Pave,,AllPub,Gilbert,1Fam,1Story,2006,Hip,PConc,SBrkr,1670,2,3,1,1,3,Partial,240000
905,6173,Pave,,AllPub,Sawyer,1Fam,1Story,1967,Gable,CBlock,SBrkr,902,1,3,1,0,1,Normal,125500
906,9920,Pave,,AllPub,NAmes,1Fam,1Story,1954,Gable,CBlock,SBrkr,1063,1,3,1,0,1,Normal,128000
907,13501,Pave,,AllPub,Somerst,1Fam,1Story,2006,Gable,PConc,SBrkr,1636,2,3,1,1,3,Normal,255000
908,11500,Pave,,AllPub,Crawfor,1Fam,1.5Fin,1936,Gable,CBlock,SBrkr,2057,1,3,1,1,1,Normal,250000
909,8885,Pave,,AllPub,Mitchel,1Fam,1Story,1983,Gable,CBlock,SBrkr,902,1,2,1,0,2,Normal,131000
910,12589,Pave,,AllPub,Gilbert,1Fam,2Story,2005,Gable,PConc,SBrkr,1484,2,3,1,1,2,Normal,174000
911,11600,Pave,,AllPub,NAmes,Duplex,2Story,1960,Gable,CBlock,FuseA,2274,2,5,2,0,2,Normal,154300
912,9286,Pave,,AllPub,CollgCr,1Fam,1Story,1977,Gable,CBlock,SBrkr,1268,1,3,1,0,1,Normal,143500
913,6120,Pave,,AllPub,BrkSide,1Fam,1Story,1925,Gable,BrkTil,SBrkr,1015,1,3,1,0,1,Abnorml,88000
914,6270,Pave,,AllPub,Crawfor,Duplex,2Story,1949,Gable,CBlock,FuseA,2002,2,4,2,0,3,Normal,145000
915,3000,Pave,Pave,AllPub,Somerst,TwnhsE,2Story,2009,Gable,PConc,SBrkr,1224,2,2,1,0,2,Partial,173733
916,2001,Pave,,AllPub,MeadowV,Twnhs,2Story,1970,Gable,CBlock,SBrkr,1092,1,3,1,0,1,Normal,75000
917,9000,Pave,,AllPub,IDOTRR,1Fam,1Story,1949,Gable,CBlock,FuseA,480,0,1,1,0,1,Abnorml,35311
918,17140,Pave,,AllPub,Edwards,1Fam,1Story,1956,Gable,CBlock,FuseA,1229,1,3,1,0,1,Normal,135000
919,13125,Pave,,AllPub,SawyerW,1Fam,2Story,1991,Gable,PConc,SBrkr,2127,2,4,1,1,3,Normal,238000
920,11029,Pave,,AllPub,NAmes,1Fam,1Story,1958,Hip,CBlock,SBrkr,1414,1,3,1,1,2,Normal,176500
921,8462,Pave,,AllPub,SawyerW,1Fam,2Story,1994,Gable,PConc,SBrkr,1721,2,3,1,0,2,Normal,201000
922,8777,Pave,,AllPub,Edwards,Duplex,1.5Fin,1900,Gable,CBlock,SBrkr,2200,2,4,2,0,0,Normal,145900
923,10237,Pave,,AllPub,Gilbert,1Fam,1Story,2005,Gable,PConc,SBrkr,1316,2,3,1,1,2,Partial,169990
924,8012,Pave,,AllPub,SawyerW,TwnhsE,1Story,1993,Gable,PConc,SBrkr,1617,2,2,1,1,2,Normal,193000
925,10240,Pave,,AllPub,NWAmes,1Fam,1Story,1980,Gable,CBlock,SBrkr,1686,2,3,1,1,2,Normal,207500
926,15611,Pave,,AllPub,NWAmes,1Fam,1Story,1977,Gable,PConc,SBrkr,1126,2,3,1,0,2,Abnorml,175000
927,11999,Pave,,AllPub,NridgHt,1Fam,2Story,2003,Hip,PConc,SBrkr,2374,2,4,1,1,3,Normal,285000
928,9900,Pave,,AllPub,NWAmes,1Fam,2Story,1968,Gable,CBlock,SBrkr,1978,2,4,1,1,2,Normal,176000
929,11838,Pave,,AllPub,CollgCr,1Fam,1Story,2001,Hip,PConc,SBrkr,1788,2,3,1,1,2,Normal,236500
930,13006,Pave,,AllPub,Gilbert,1Fam,2Story,1997,Gable,PConc,SBrkr,2236,2,4,1,1,2,Normal,222000
931,8925,Pave,,AllPub,Timber,1Fam,1Story,2007,Gable,PConc,SBrkr,1466,2,3,1,0,3,Normal,201000
932,9100,Pave,,AllPub,NAmes,1Fam,1Story,1965,Gable,CBlock,SBrkr,925,1,2,1,0,1,Normal,117500
933,11670,Pave,,AllPub,Somerst,1Fam,1Story,2006,Hip,PConc,SBrkr,1905,2,3,1,1,3,Normal,320000
934,8487,Pave,,AllPub,CollgCr,,1Story,2004,Gable,PConc,SBrkr,1500,2,3,1,0,2,Normal,190000
935,27650,Pave,,AllPub,NAmes,1Fam,1Story,1960,Flat,CBlock,SBrkr,2069,2,4,1,1,2,Normal,242000
936,5825,Pave,,AllPub,BrkSide,1Fam,1Story,1926,Gable,PConc,SBrkr,747,1,1,1,0,2,Normal,79900
937,10083,Pave,,AllPub,SawyerW,1Fam,1Story,2003,Gable,PConc,SBrkr,1200,2,2,1,0,2,Normal,184900
938,9675,Pave,,AllPub,Somerst,1Fam,2Story,2005,Gable,PConc,SBrkr,1971,2,3,1,1,2,Normal,253000
939,8760,Pave,,AllPub,CollgCr,1Fam,2Story,2006,Gable,PConc,SBrkr,1962,2,3,1,0,3,Partial,239799
940,24090,Pave,,AllPub,ClearCr,1Fam,2Story,1940,Gable,CBlock,SBrkr,2403,2,4,1,2,1,Normal,244400
941,12640,Pave,,AllPub,Mitchel,Duplex,1Story,1976,Gable,CBlock,SBrkr,1728,2,4,2,0,2,Normal,150900
942,8755,Pave,,AllPub,Gilbert,1Fam,2Story,1999,Gable,PConc,SBrkr,2060,2,3,1,1,2,Normal,214000
943,7711,Pave,,AllPub,Edwards,Duplex,1Story,1977,Gable,PConc,SBrkr,1440,2,4,2,0,0,Abnorml,150000
944,25000,Pave,,AllPub,Mitchel,Duplex,1Story,1967,Gable,CBlock,SBrkr,1632,2,4,2,0,2,Normal,143000
945,14375,Pave,,NoSeWa,Timber,1Fam,SLvl,1958,Gable,CBlock,FuseA,1344,1,3,1,1,2,Abnorml,137500
946,8820,Pave,,AllPub,OldTown,1Fam,1.5Fin,1890,Hip,BrkTil,SBrkr,1869,1,2,1,0,2,Normal,124900
947,8163,Pave,,AllPub,NAmes,1Fam,SLvl,1959,Gable,CBlock,SBrkr,1144,1,3,1,1,1,Normal,143000
948,14536,Pave,,AllPub,Timber,1Fam,1Story,2002,Hip,PConc,SBrkr,1629,2,3,1,1,3,Normal,270000
949,14006,Pave,,AllPub,CollgCr,1Fam,2Story,2002,Gable,PConc,SBrkr,1776,2,3,1,1,2,Normal,192500
950,9360,Pave,,AllPub,NWAmes,1Fam,1Story,1972,Hip,CBlock,SBrkr,1381,1,3,1,1,2,Normal,197500
951,7200,Pave,,AllPub,NAmes,1Fam,1Story,1950,Gable,CBlock,SBrkr,864,1,3,1,0,2,Normal,129000
952,7800,Pave,,AllPub,SawyerW,1Fam,1Story,1965,Gable,CBlock,SBrkr,965,1,3,1,0,1,Abnorml,119900
953,7200,Pave,,AllPub,CollgCr,1Fam,SFoyer,1972,Gable,CBlock,SBrkr,768,1,2,1,0,1,Normal,133900
954,11075,Pave,,AllPub,Mitchel,1Fam,2Story,1969,Gable,CBlock,SBrkr,1968,2,4,1,1,2,Normal,172000
955,9400,Pave,,AllPub,Edwards,Duplex,SFoyer,1975,Flat,CBlock,SBrkr,980,2,4,0,0,0,AdjLand,127500
956,7136,Pave,,AllPub,Crawfor,Duplex,2Story,1946,Gable,CBlock,FuseF,1958,2,4,2,0,2,Normal,145000
957,1300,Pave,,AllPub,Blueste,TwnhsE,2Story,1980,Gable,CBlock,SBrkr,1229,1,2,1,1,2,Normal,124000
958,7420,Pave,,AllPub,Sawyer,1Fam,1Story,1962,Hip,CBlock,SBrkr,1057,1,3,1,0,2,Normal,132000
959,8450,Pave,,AllPub,CollgCr,1Fam,1Story,2003,Gable,PConc,SBrkr,1337,2,3,1,0,2,Normal,185000
960,2572,Pave,,AllPub,Somerst,Twnhs,2Story,1999,Hip,PConc,SBrkr,1416,2,3,1,0,2,Normal,155000
961,7207,Pave,,AllPub,BrkSide,1Fam,1Story,1958,Gable,CBlock,SBrkr,858,1,2,1,0,0,Normal,116500
962,12227,Pave,,AllPub,NWAmes,1Fam,2Story,1977,Gable,CBlock,SBrkr,2872,2,4,1,1,2,Normal,272000
963,2308,Pave,,AllPub,NPkVill,TwnhsE,2Story,1976,Gable,CBlock,SBrkr,1548,2,3,1,1,2,Normal,155000
964,11923,Pave,,AllPub,CollgCr,1Fam,1Story,2007,Gable,PConc,SBrkr,1800,2,2,1,0,2,Normal,239000
965,11316,Pave,,AllPub,Timber,1Fam,2Story,2002,Gable,PConc,SBrkr,1894,2,4,1,1,2,Normal,214900
966,10237,Pave,,AllPub,Gilbert,1Fam,2Story,2005,Gable,PConc,SBrkr,1484,2,3,1,1,2,Partial,178900
967,9600,Pave,,AllPub,Crawfor,1Fam,1.5Fin,1940,Gable,BrkTil,SBrkr,1308,1,2,1,2,1,Normal,160000
968,7390,Pave,,AllPub,NAmes,1Fam,1Story,1955,Hip,CBlock,SBrkr,1098,1,3,1,0,1,Normal,135000
969,5925,Pave,,AllPub,OldTown,1Fam,1.5Fin,1910,Gable,BrkTil,SBrkr,968,1,2,1,0,0,Abnorml,37900
970,10382,Pave,,AllPub,NAmes,2fmCon,SLvl,1958,Hip,CBlock,SBrkr,1095,1,2,1,0,1,Normal,140000
971,10800,Pave,,AllPub,NAmes,1Fam,1.5Fin,1949,Gable,CBlock,FuseA,1192,1,4,1,0,0,Abnorml,135000
972,2268,Pave,,AllPub,NridgHt,Twnhs,2Story,2003,Gable,PConc,SBrkr,1626,2,2,1,0,2,Normal,173000
973,7892,Pave,,AllPub,SawyerW,TwnhsE,1Story,1979,Gable,CBlock,SBrkr,918,2,2,1,1,1,Normal,99500
974,11639,Pave,,AllPub,Somerst,1Fam,1Story,2007,Gable,PConc,SBrkr,1428,2,3,1,0,2,Partial,182000
975,11414,Pave,,AllPub,BrkSide,1Fam,2Story,1910,Gable,BrkTil,SBrkr,2019,1,3,1,0,2,Normal,167500
976,2651,Pave,,AllPub,Somerst,Twnhs,2Story,2000,Gable,PConc,SBrkr,1382,2,3,1,0,2,Normal,165000
977,5900,Pave,,AllPub,BrkSide,1Fam,1Story,1923,Gable,PConc,FuseA,869,1,2,1,0,0,Normal,85500
978,4274,Pave,Pave,AllPub,Somerst,TwnhsE,1Story,2006,Gable,PConc,SBrkr,1241,1,1,1,0,2,Partial,199900
979,9450,Pave,,AllPub,Edwards,1Fam,1Story,1954,Gable,CBlock,SBrkr,894,1,3,1,0,2,Abnorml,110000
980,8816,Pave,,AllPub,Sawyer,1Fam,1Story,1963,Gable,PConc,SBrkr,1121,1,3,1,0,2,Normal,139000
981,12122,Pave,,AllPub,NAmes,1Fam,SFoyer,1961,Gable,CBlock,SBrkr,999,1,3,1,0,2,Normal,178400
982,12203,Pave,,AllPub,NoRidge,1Fam,2Story,1998,Hip,PConc,SBrkr,2612,2,4,1,1,3,Normal,336000
983,3182,Pave,,AllPub,Blmngtn,1Fam,1Story,2007,Gable,PConc,SBrkr,1266,2,2,1,1,2,Normal,159895
984,11250,Pave,,AllPub,CollgCr,1Fam,2Story,2002,Gable,PConc,SBrkr,2290,2,4,1,1,2,Normal,255900
985,10125,Pave,,AllPub,Mitchel,Duplex,1.5Fin,1977,Gable,CBlock,SBrkr,1734,2,4,2,0,2,Normal,126000
986,10880,Pave,,AllPub,Edwards,2fmCon,1Story,1950,Gable,CBlock,SBrkr,1164,1,3,1,0,1,Normal,125000
987,5310,Pave,,AllPub,OldTown,1Fam,1.5Fin,1910,Hip,CBlock,SBrkr,1635,1,2,1,0,1,Normal,117000
988,10159,Pave,,AllPub,NridgHt,1Fam,1Story,2009,Hip,PConc,SBrkr,1940,2,3,1,1,3,Partial,395192
989,12046,Pave,,AllPub,NWAmes,1Fam,2Story,1976,Gable,CBlock,SBrkr,2030,2,4,1,1,2,Normal,195000
990,8125,Pave,,AllPub,Somerst,1Fam,2Story,2006,Gable,PConc,SBrkr,1576,2,3,1,0,2,Partial,197000
991,9452,Pave,,AllPub,NoRidge,1Fam,2Story,1997,Gable,PConc,SBrkr,2392,2,3,1,1,3,Normal,348000
992,17671,Pave,Grvl,AllPub,OldTown,1Fam,2Story,1882,Gable,BrkTil,SBrkr,1742,1,4,1,1,2,Normal,168000
993,9760,Pave,,AllPub,NAmes,1Fam,2Story,1964,Hip,CBlock,SBrkr,1851,2,3,1,1,2,Normal,187000
994,8846,Pave,,AllPub,CollgCr,1Fam,2Story,2005,Gable,PConc,SBrkr,1500,2,3,1,0,2,Partial,173900
995,12456,Pave,,AllPub,NridgHt,1Fam,1Story,2006,Hip,PConc,SBrkr,1718,2,3,1,1,3,Normal,337500
996,4712,Pave,,AllPub,BrkSide,1Fam,1.5Fin,1946,Gable,CBlock,SBrkr,1230,1,,1,0,1,Abnorml,121600
997,10659,Pave,,AllPub,NAmes,1Fam,1Story,1961,Hip,CBlock,SBrkr,1050,1,3,1,0,1,Normal,136500
998,11717,Pave,,AllPub,NWAmes,1Fam,1Story,1970,Hip,CBlock,SBrkr,1442,2,2,1,1,2,Normal,185000
999,9786,Pave,,AllPub,IDOTRR,1Fam,1Story,1922,Hip,BrkTil,SBrkr,1077,1,3,1,1,1,Normal,91000
1000,6762,Pave,,AllPub,CollgCr,1Fam,1Story,2006,Gable,PConc,SBrkr,1208,2,2,1,0,2,Normal,206000
1001,10206,Pave,,AllPub,Edwards,1Fam,1Story,1952,Flat,Slab,FuseF,944,1,2,1,0,2,Normal,82000
1002,5400,Pave,,AllPub,OldTown,1Fam,1Story,1920,Gable,BrkTil,FuseA,691,1,2,1,0,1,Abnorml,86000
1003,11957,Pave,,AllPub,Somerst,1Fam,1Story,2006,Gable,PConc,SBrkr,1574,2,3,1,1,3,Normal,232000
1004,11500,Pave,,AllPub,NWAmes,,1Story,1976,Gable,CBlock,SBrkr,1680,2,4,2,0,2,Normal,136905
1005,3182,Pave,,AllPub,Blmngtn,TwnhsE,1Story,2005,Gable,PConc,SBrkr,1504,2,1,1,1,2,Normal,181000
1006,8385,Pave,,AllPub,CollgCr,1Fam,SLvl,1977,Gable,CBlock,SBrkr,985,2,3,1,0,1,Normal,149900
1007,12155,Pave,,AllPub,NAmes,1Fam,1Story,1970,Gable,CBlock,SBrkr,1657,2,3,1,1,2,Normal,163500
1008,2217,Pave,,AllPub,MeadowV,TwnhsE,2Story,1970,Gable,CBlock,SBrkr,1092,1,3,1,0,1,Normal,88000
1009,12118,Pave,,AllPub,Mitchel,1Fam,1Story,2004,Hip,PConc,SBrkr,1710,2,3,1,1,2,Normal,240000
1010,6000,Pave,,AllPub,SWISU,1Fam,1.5Fin,1926,Gable,BrkTil,SBrkr,1522,2,4,1,0,0,Normal,102000
1011,21286,Pave,,AllPub,Sawyer,1Fam,1.5Fin,1948,Gable,CBlock,SBrkr,1271,2,4,1,1,1,Normal,135000
1012,9825,Pave,,AllPub,Edwards,Duplex,1Story,1965,Hip,CBlock,SBrkr,1664,2,4,2,0,0,Normal,100000
1013,10592,Pave,,AllPub,Crawfor,1Fam,2Story,1923,Hip,PConc,SBrkr,1502,1,3,1,2,1,Normal,165000
1014,7200,Pave,,AllPub,OldTown,1Fam,1Story,1910,Hip,BrkTil,SBrkr,1022,1,2,1,0,1,Normal,85000
1015,11664,Pave,,AllPub,NAmes,1Fam,1Story,1948,Gable,CBlock,SBrkr,1082,1,2,1,1,1,Normal,119200
1016,8400,Pave,,AllPub,NWAmes,1Fam,2Story,2001,Gable,PConc,SBrkr,1665,2,3,1,0,2,Normal,227000
1017,11883,Pave,,AllPub,CollgCr,1Fam,1Story,1996,Hip,PConc,SBrkr,1504,2,3,1,1,2,Normal,203000
1018,5814,Pave,,AllPub,StoneBr,TwnhsE,1Story,1984,Gable,CBlock,SBrkr,1360,1,1,1,1,2,Abnorml,187500
1019,10784,Pave,,AllPub,Gilbert,1Fam,SLvl,1991,Gable,PConc,SBrkr,1472,2,3,1,1,2,Normal,160000
